#,Couple,Dance,Song,Date,Series,Week,Order,Craig,Arlene,Darcey,Len,Alesha,Shirley,Guest,Motsi,Bruno,Total,Type
673,Matt & Aliona,Foxtrot,She Said,"Series 8, Week 02",8,2,1,7,-,-,8,8,-,-,-,8,31,Ballroom
674,Peter & Erin,Salsa,Mambo No. 5,"Series 8, Week 02",8,2,2,3,-,-,5,5,-,-,-,4,17,Speciality
675,Tina & Jared,Foxtrot,On The Sunny Side Of The Street,"Series 8, Week 02",8,2,3,6,-,-,6,7,-,-,-,7,26,Ballroom
676,Patsy & Robin,Salsa,Canned Heat,"Series 8, Week 02",8,2,4,7,-,-,7,7,-,-,-,7,28,Speciality
677,Paul & Ola,Foxtrot,Lady Luck,"Series 8, Week 02",8,2,5,4,-,-,6,6,-,-,-,5,21,Ballroom
678,Scott & Natalie,Salsa,Let's Hear It For The Boy,"Series 8, Week 02",8,2,6,8,-,-,8,8,-,-,-,8,32,Speciality
679,Michelle & Brendan,Foxtrot,It Had To Be You,"Series 8, Week 02",8,2,7,6,-,-,7,7,-,-,-,6,26,Ballroom
680,Goldie & Kristina,Foxtrot,This Business of Love,"Series 8, Week 02",8,2,8,6,-,-,7,7,-,-,-,6,26,Ballroom
681,Pamela & James,Salsa,Doctor Beat,"Series 8, Week 02",8,2,9,8,-,-,8,8,-,-,-,8,32,Speciality
682,Felicity & Vincent,Foxtrot,Somethin' Stupid,"Series 8, Week 02",8,2,10,6,-,-,6,6,-,-,-,7,25,Ballroom
683,Ann & Anton,Salsa,Mambo Italiano,"Series 8, Week 02",8,2,11,1,-,-,4,4,-,-,-,3,12,Speciality
684,Kara & Artem,Foxtrot,From Russia With Love,"Series 8, Week 02",8,2,12,7,-,-,8,9,-,-,-,8,32,Ballroom
685,Gavin & Katya,Salsa,Don't Stop The Music,"Series 8, Week 02",8,2,13,3,-,-,6,5,-,-,-,5,19,Speciality
686,Jimi & Flavia,Foxtrot,Fever,"Series 8, Week 02",8,2,14,7,-,-,7,8,-,-,-,8,30,Ballroom
687,Kara & Artem,Quickstep,Are You Gonna Be My Girl,"Series 8, Week 03",8,3,1,8,-,-,8,8,-,-,-,7,31,Ballroom
688,Felicity & Vincent,Rumba,True Colours,"Series 8, Week 03",8,3,2,7,-,-,7,8,-,-,-,7,29,Latin
689,Patsy & Robin,Quickstep,Black Horse and the Cherry Tree,"Series 8, Week 03",8,3,3,5,-,-,6,7,-,-,-,6,24,Ballroom
690,Paul & Ola,Rumba,Take A Bow,"Series 8, Week 03",8,3,4,2,-,-,5,5,-,-,-,4,16,Latin
691,Matt & Aliona,Quickstep,Dreaming Of You,"Series 8, Week 03",8,3,5,8,-,-,7,8,-,-,-,8,31,Ballroom
692,Gavin & Katya,Rumba,Always On My Mind,"Series 8, Week 03",8,3,6,3,-,-,6,7,-,-,-,6,22,Latin
693,Scott & Natalie,Quickstep,I Wanna Be Like You,"Series 8, Week 03",8,3,7,8,-,-,8,9,-,-,-,9,34,Ballroom
694,Michelle & Brendan,Rumba,Wicked Game,"Series 8, Week 03",8,3,8,4,-,-,6,7,-,-,-,7,24,Latin
695,Peter & Erin,Quickstep,Lullaby of Broadway,"Series 8, Week 03",8,3,9,6,-,-,7,7,-,-,-,6,26,Ballroom
696,Jimi & Flavia,Rumba,Ain't No Sunshine,"Series 8, Week 03",8,3,10,6,-,-,7,6,-,-,-,6,25,Latin
697,Ann & Anton,Quickstep,Puttin' On The Ritz,"Series 8, Week 03",8,3,11,3,-,-,5,5,-,-,-,5,18,Ballroom
698,Pamela & James,Rumba,Make You Feel My Love,"Series 8, Week 03",8,3,12,9,-,-,8,9,-,-,-,9,35,Latin
699,Jimi & Flavia,Charleston,Do Your Thing,"Series 8, Week 04",8,4,1,6,-,-,7,7,-,-,-,7,27,Speciality
700,Scott & Natalie,Tango,Palladio,"Series 8, Week 04",8,4,2,8,-,-,9,9,-,-,-,9,35,Ballroom
701,Tina & Jared,Charleston,We Could Have Been Anything,"Series 8, Week 04",8,4,3,7,-,-,7,8,-,-,-,7,29,Speciality
702,Felicity & Vincent,Tango,Gipsy Tango,"Series 8, Week 04",8,4,4,7,-,-,7,7,-,-,-,8,29,Ballroom
703,Patsy & Robin,Charleston,Hot Honey Rag,"Series 8, Week 04",8,4,5,6,-,-,8,7,-,-,-,7,28,Speciality
704,Gavin & Katya,Tango,Toxic,"Series 8, Week 04",8,4,6,5,-,-,6,6,-,-,-,6,23,Ballroom
705,Peter & Erin,Charleston,Cabaret,"Series 8, Week 04",8,4,7,2,-,-,5,6,-,-,-,4,17,Speciality
706,Pamela & James,Tango,Love Is The Drug,"Series 8, Week 04",8,4,8,8,-,-,8,9,-,-,-,9,34,Ballroom
707,Matt & Aliona,Charleston,42nd Street,"Series 8, Week 04",8,4,9,9,-,-,9,9,-,-,-,8,35,Speciality
708,Michelle & Ian,Tango,Killer,"Series 8, Week 04",8,4,10,6,-,-,7,7,-,-,-,7,27,Ballroom
709,Kara & Artem,Charleston,Put A Lid On It,"Series 8, Week 04",8,4,11,8,-,-,8,8,-,-,-,8,32,Speciality
710,Ann & Anton,Tango,La Cumparsita,"Series 8, Week 04",8,4,12,3,-,-,7,6,-,-,-,5,21,Ballroom
711,Pamela & James,Jive,Devil Gate Drive,"Series 8, Week 05",8,5,1,6,-,-,7,7,-,-,-,7,27,Latin
712,Tina & Jared,Argentine Tango,Beautiful Monster,"Series 8, Week 05",8,5,2,6,-,-,8,7,-,-,-,7,28,Speciality
713,Kara & Artem,Paso doble,The Phantom Of The Opera,"Series 8, Week 05",8,5,3,9,-,-,9,10,-,-,-,9,37,Latin
714,Patsy & Robin,Jive,Monster Mash,"Series 8, Week 05",8,5,4,7,-,-,8,8,-,-,-,8,31,Latin
715,Felicity & Vincent,Viennese Waltz,Second Waltz,"Series 8, Week 05",8,5,5,6,-,-,7,6,-,-,-,7,26,Ballroom
716,Jimi & Flavia,Paso doble,Thriller,"Series 8, Week 05",8,5,6,7,-,-,7,8,-,-,-,8,30,Latin
717,Michelle & Brendan,Jive,The Time Warp,"Series 8, Week 05",8,5,7,7,-,-,6,8,-,-,-,8,29,Latin
718,Gavin & Katya,Paso doble,Uprising,"Series 8, Week 05",8,5,8,5,-,-,7,7,-,-,-,7,26,Latin
719,Scott & Natalie,Viennese Waltz,I Put A Spell On You,"Series 8, Week 05",8,5,9,9,-,-,10,10,-,-,-,10,39,Ballroom
720,Ann & Anton,Paso doble,Wild Thing,"Series 8, Week 05",8,5,10,2,-,-,5,5,-,-,-,4,16,Latin
721,Matt & Aliona,Argentine Tango,Bat Out Of Hell,"Series 8, Week 05",8,5,11,8,-,-,8,9,-,-,-,9,34,Speciality
722,Kara & Artem,Salsa,Conga,"Series 8, Week 06",8,6,1,9,-,-,9,9,-,-,-,9,36,Speciality
723,Pamela & James,Foxtrot,Let There Be Love,"Series 8, Week 06",8,6,2,8,-,-,9,8,-,-,-,8,33,Ballroom
724,Felicity & Vincent,Paso doble,Habanera,"Series 8, Week 06",8,6,3,6,-,-,8,7,-,-,-,8,29,Latin
725,Jimi & Flavia,Quickstep,Mr. Pinstripe Suit,"Series 8, Week 06",8,6,4,7,-,-,8,8,-,-,-,9,32,Ballroom
726,Matt & Aliona,Viennese Waltz,Where The Wild Roses Grow,"Series 8, Week 06",8,6,5,8,-,-,9,9,-,-,-,9,35,Ballroom
727,Ann & Anton,Charleston,Let's Do It (Let's Fall In Love),"Series 8, Week 06",8,6,6,2,-,-,6,5,-,-,-,4,17,Speciality
728,Michelle & Brendan,Waltz,Right Here Waiting,"Series 8, Week 06",8,6,7,6,-,-,8,8,-,-,-,8,30,Ballroom
729,Patsy & Robin,Cha cha cha,All The Lovers,"Series 8, Week 06",8,6,8,6,-,-,8,7,-,-,-,8,29,Latin
730,Scott & Natalie,Rumba,Wishing On A Star,"Series 8, Week 06",8,6,9,4,-,-,9,7,-,-,-,8,28,Latin
731,Gavin & Katya,Cha cha cha,Don't Cha,"Series 8, Week 06",8,6,10,5,-,-,8,8,-,-,-,8,29,Latin
732,Pamela & James,Cha cha cha,Money (That's What I Want),"Series 8, Week 07",8,7,1,8,-,-,8,8,-,-,-,8,32,Latin
733,Michelle & Brendan,Paso doble,American Woman,"Series 8, Week 07",8,7,2,4,-,-,7,7,-,-,-,6,24,Latin
734,Patsy & Robin,Viennese Waltz,Anyone Who Had A Heart,"Series 8, Week 07",8,7,3,7,-,-,9,8,-,-,-,8,32,Ballroom
735,Gavin & Katya,Quickstep,I Want You To Want Me,"Series 8, Week 07",8,7,4,7,-,-,8,9,-,-,-,9,33,Ballroom
736,Ann & Anton,Foxtrot,You Make Me Feel So Young,"Series 8, Week 07",8,7,5,3,-,-,6,6,-,-,-,5,20,Ballroom
737,Kara & Artem,Argentine Tango,Los Vino,"Series 8, Week 07",8,7,6,9,-,-,9,10,-,-,-,10,38,Speciality
738,Felicity & Vincent,Salsa,All Night Long,"Series 8, Week 07",8,7,7,5,-,-,7,7,-,-,-,7,26,Speciality
739,Matt & Aliona,Rumba,Too Lost In You,"Series 8, Week 07",8,7,8,8,-,-,9,9,-,-,-,9,35,Latin
740,Scott & Natalie,Jive,Hit The Road Jack,"Series 8, Week 07",8,7,9,9,-,-,10,10,-,-,-,10,39,Latin
741,Patsy & Robin,Samba,Copacabana,"Series 8, Week 08",8,8,1,6,-,-,7,8,-,-,-,7,28,Latin
742,Kara & Artem,American Smooth,Cry Me A River,"Series 8, Week 08",8,8,2,9,-,-,6,10,-,-,-,10,35,Speciality
743,Matt & Aliona,Samba,Young Hearts Run Free,"Series 8, Week 08",8,8,3,9,-,-,9,10,-,-,-,10,38,Latin
744,Felicity & Vincent,American Smooth,Me and My Shadow,"Series 8, Week 08",8,8,4,7,-,-,7,8,-,-,-,8,30,Speciality
745,Gavin & Katya,American Smooth,She's A Lady,"Series 8, Week 08",8,8,5,4,-,-,7,8,-,-,-,8,27,Speciality
746,Scott & Natalie,Samba,(Your Love Keeps Lifting Me) Higher and Higher,"Series 8, Week 08",8,8,6,6,-,-,8,9,-,-,-,9,32,Latin
747,Pamela & James,American Smooth,"Perhaps, Perhaps, Perhaps","Series 8, Week 08",8,8,7,8,-,-,9,10,-,-,-,10,37,Speciality
748,Ann & Anton,Samba,Heaven Must Be Missing An Angel,"Series 8, Week 08",8,8,8,1,-,-,5,4,-,-,-,3,13,Latin
749,Kara & Artem,Jive,Runaround Sue,"Series 8, Week 09",8,9,1,7,-,-,9,9,-,-,-,9,34,Latin
750,Ann & Anton,Rumba,My Heart Will Go On,"Series 8, Week 09",8,9,2,1,-,-,5,5,-,-,-,3,14,Latin
751,Patsy & Robin,Argentine tango,They,"Series 8, Week 09",8,9,3,7,-,-,8,8,-,-,-,7,30,Speciality
752,Scott & Natalie,American Smooth,Fly Me To The Moon,"Series 8, Week 09",8,9,4,6,-,-,7,9,-,-,-,9,31,Speciality
753,Gavin & Katya,Jive,Hey Ya!,"Series 8, Week 09",8,9,5,3,-,-,6,7,-,-,-,6,22,Latin
754,Matt & Aliona,American Smooth,Empire State of Mind,"Series 8, Week 09",8,9,6,8,-,-,8,8,-,-,-,9,33,Speciality
755,Pamela & James,Charleston,Let's Misbehave,"Series 8, Week 09",8,9,7,9,-,-,9,10,-,-,-,10,38,Speciality
756,Scott & Natalie,Paso doble,James Bond Theme,"Series 8, Week 10",8,10,1,8,-,-,9,9,-,-,-,9,35,Latin
757,Ann & Anton,American Smooth,Hello Dolly,"Series 8, Week 10",8,10,2,2,-,-,5,4,-,-,-,3,14,Speciality
758,Matt & Aliona,Jive,Soul Bossa Nova,"Series 8, Week 10",8,10,3,8,-,-,9,9,-,-,-,9,35,Latin
759,Pamela & James,Viennese Waltz,Unchained Melody,"Series 8, Week 10",8,10,4,10,-,-,10,10,-,-,-,10,40,Ballroom
760,Gavin & Katya,Foxtrot,Minnie The Moocher,"Series 8, Week 10",8,10,5,7,-,-,9,9,-,-,-,8,33,Ballroom
761,Kara & Artem,Tango,El Tango de Roxanne,"Series 8, Week 10",8,10,6,9,-,-,9,10,-,-,-,10,38,Ballroom
762,Pamela & James,Paso doble,Bad Romance,"Series 8, Week 11",8,11,1,8,-,-,9,9,-,-,-,9,35,Latin
767,Scott & Natalie,Charleston,Anything Goes,"Series 8, Week 11",8,11,1,8,-,-,9,9,-,-,-,9,35,Speciality
763,Kara & Artem,Viennese waltz,Stop,"Series 8, Week 11",8,11,2,9,-,-,10,10,-,-,-,10,39,Ballroom
768,Kara & Artem,Rumba,Samba Pa' Ti,"Series 8, Week 11",8,11,2,9,-,-,10,10,-,-,-,10,39,Latin
764,Gavin & Katya,Samba,Bamboleo,"Series 8, Week 11",8,11,3,6,-,-,7,7,-,-,-,7,27,Latin
769,Matt & Aliona,Tango,Hung Up,"Series 8, Week 11",8,11,3,9,-,-,10,10,-,-,-,9,38,Ballroom
765,Scott & Natalie,Argentine tango,Época,"Series 8, Week 11",8,11,4,8,-,-,8,8,-,-,-,9,33,Speciality
770,Gavin & Katya,Viennese waltz,You Know Me,"Series 8, Week 11",8,11,4,6,-,-,9,8,-,-,-,8,31,Ballroom
766,Matt & Aliona,Salsa,Spinning Around,"Series 8, Week 11",8,11,5,7,-,-,7,7,-,-,-,7,28,Speciality
771,Pamela & James,Quickstep,Steppin' Out With My Baby,"Series 8, Week 11",8,11,5,10,-,-,10,10,-,-,-,10,40,Ballroom
772,Matt & Aliona,Samba,Young Hearts Run Free,"Series 8, Week 12",8,12,1,9,-,-,9,10,-,-,-,10,38,Latin
773,Kara & Artem,Rumba,Samba Pa' Ti,"Series 8, Week 12",8,12,2,9,-,-,10,10,-,-,-,10,39,Latin
774,Pamela & James,Viennese Waltz,Unchained Melody,"Series 8, Week 12",8,12,3,10,-,-,10,10,-,-,-,10,40,Ballroom
775,Matt & Aliona,Show dance,I Like The Way You Move,"Series 8, Week 12",8,12,4,7,-,-,9,9,-,-,-,9,34,Speciality
776,Kara & Artem,Show dance,Don't Stop Me Now,"Series 8, Week 12",8,12,5,9,-,-,9,9,-,-,-,9,36,Speciality
777,Pamela & James,Show dance,(I've Had) The Time Of My Life,"Series 8, Week 12",8,12,6,9,-,-,9,9,-,-,-,10,37,Speciality
778,Matt & Aliona,Paso doble,Don't Let Me Be Misunderstood,"Series 8, Week 12",8,12,7,9,-,-,8,9,-,-,-,9,35,Latin
779,Kara & Artem,Waltz,If You Don't Know Me By Now,"Series 8, Week 12",8,12,8,9,-,-,9,10,-,-,-,10,38,Ballroom
780,Matt & Aliona,Viennese waltz,Where The Wild Roses Grow,"Series 8, Week 12",8,12,9,9,-,-,9,10,-,-,-,9,37,Ballroom
781,Kara & Artem,American Smooth,Cry Me A River,"Series 8, Week 12",8,12,10,10,-,-,7,10,-,-,-,10,37,Speciality
782,Holly & Artem,Cha cha cha,Who's That Chick,"Series 9, Week 01",9,1,1,6,-,-,7,8,-,-,-,7,28,Latin
783,Dan & Katya,Waltz,Are You Lonesome Tonight?,"Series 9, Week 01",9,1,2,4,-,-,7,7,-,-,-,6,24,Ballroom
784,Lulu & Brendan,Cha cha cha,I've Got The Music In Me,"Series 9, Week 01",9,1,3,2,-,-,5,5,-,-,-,5,17,Latin
785,Audley & Natalie,Waltz,In The Arms Of An Angel,"Series 9, Week 01",9,1,4,3,-,-,5,6,-,-,-,6,20,Ballroom
786,Robbie & Ola,Cha cha cha,Bad Boys,"Series 9, Week 01",9,1,5,2,-,-,6,6,-,-,-,5,19,Latin
787,Anita & Robin,Waltz,Three Times A Lady,"Series 9, Week 01",9,1,6,7,-,-,7,7,-,-,-,7,28,Ballroom
788,Russell & Flavia,Cha cha cha,Venus,"Series 9, Week 01",9,1,7,4,-,-,5,6,-,-,-,6,21,Latin
789,Harry & Aliona,Cha cha cha,Moves Like Jagger,"Series 9, Week 01",9,1,8,6,-,-,7,8,-,-,-,7,28,Latin
790,Rory & Erin,Waltz,Weekend In New England,"Series 9, Week 01",9,1,9,6,-,-,7,7,-,-,-,7,27,Ballroom
791,Alex & James,Cha cha cha,When Love Takes Over,"Series 9, Week 01",9,1,10,4,-,-,6,6,-,-,-,6,22,Latin
792,Chelsee & Pasha,Waltz,See The Day,"Series 9, Week 01",9,1,11,7,-,-,6,7,-,-,-,7,27,Ballroom
793,Edwina & Vincent,Cha cha cha,Build Me Up Buttercup,"Series 9, Week 01",9,1,12,2,-,-,5,5,-,-,-,5,17,Latin
794,Nancy & Anton,Waltz,In Napoli,"Series 9, Week 01",9,1,13,1,-,-,4,3,-,-,-,4,12,Ballroom
795,Jason & Kristina,Cha cha cha,Gimme Some Lovin',"Series 9, Week 01",9,1,14,8,-,-,8,8,-,-,-,8,32,Latin
796,Chelsee & Pasha,Salsa,Higher,"Series 9, Week 02",9,2,1,7,-,-,7,8,-,-,-,7,29,Speciality
797,Edwina & Vincent,Foxtrot,Buona Sera,"Series 9, Week 02",9,2,2,4,-,-,5,5,-,-,-,5,19,Ballroom
798,Audley & Natalie,Salsa,Don't Stop 'Til You Get Enough,"Series 9, Week 02",9,2,3,5,-,-,6,6,-,-,-,6,23,Speciality
799,Alex & James,Foxtrot,Have You Met Miss Jones?,"Series 9, Week 02",9,2,4,6,-,-,8,7,-,-,-,8,29,Ballroom
800,Dan & Katya,Salsa,Upside Down,"Series 9, Week 02",9,2,5,4,-,-,6,6,-,-,-,5,21,Speciality
801,Lulu & Brendan,Foxtrot,Breakeven,"Series 9, Week 02",9,2,6,5,-,-,6,7,-,-,-,7,25,Ballroom
802,Holly & Artem,Salsa,Mas Que Nada,"Series 9, Week 02",9,2,7,7,-,-,7,8,-,-,-,8,30,Speciality
803,Rory & Erin,Salsa,Vehicle,"Series 9, Week 02",9,2,8,4,-,-,6,6,-,-,-,6,22,Speciality
804,Robbie & Ola,Foxtrot,Ain't That A Kick In The Head,"Series 9, Week 02",9,2,9,7,-,-,8,7,-,-,-,7,29,Ballroom
805,Anita & Robin,Salsa,Jump In The Line,"Series 9, Week 02",9,2,10,7,-,-,7,7,-,-,-,7,28,Speciality
806,Jason & Kristina,Foxtrot,Why Don't You Do Right,"Series 9, Week 02",9,2,11,8,-,-,8,9,-,-,-,8,33,Ballroom
807,Nancy & Anton,Salsa,Papa Loves Mambo,"Series 9, Week 02",9,2,12,3,-,-,5,2,-,-,-,4,14,Speciality
808,Harry & Aliona,Foxtrot,Just The Way You Are,"Series 9, Week 02",9,2,13,6,-,-,6,8,-,-,-,7,27,Ballroom
809,Russell & Flavia,Salsa,Dancing Queen,"Series 9, Week 02",9,2,14,6,-,-,6,6,-,-,-,7,25,Speciality
810,Holly & Artem,Tango,Cell Block Tango (He Had It Comin'),"Series 9, Week 03",9,3,1,7,-,-,8,7,-,-,-,8,30,Ballroom
811,Dan & Katya,Viennese Waltz,Somebody To Love,"Series 9, Week 03",9,3,2,5,-,-,7,6,-,-,-,6,24,Ballroom
812,Anita & Robin,Jive,You Can't Stop The Beat,"Series 9, Week 03",9,3,3,6,-,-,7,7,-,-,-,7,27,Latin
813,Alex & James,Viennese Waltz,Memory,"Series 9, Week 03",9,3,4,8,-,-,8,8,-,-,-,8,32,Ballroom
814,Rory & Erin,Quickstep,"Top Hat, White Tie and Tails","Series 9, Week 03",9,3,5,7,-,-,8,8,-,-,-,8,31,Ballroom
815,Lulu & Brendan,Rumba,All I Ask Of You,"Series 9, Week 03",9,3,6,5,-,-,7,7,-,-,-,7,26,Latin
816,Nancy & Anton,Tango,Be Italian,"Series 9, Week 03",9,3,7,4,-,-,5,5,-,-,-,6,20,Ballroom
817,Audley & Natalie,Quickstep,Too Darn Hot,"Series 9, Week 03",9,3,8,5,-,-,6,6,-,-,-,7,24,Ballroom
818,Robbie & Ola,Tango,"Gimme, Gimme, Gimme","Series 9, Week 03",9,3,9,7,-,-,7,8,-,-,-,8,30,Ballroom
819,Russell & Flavia,Foxtrot,Don't Rain On My Parade,"Series 9, Week 03",9,3,10,6,-,-,7,7,-,-,-,8,28,Ballroom
820,Jason & Kristina,Tango,I Will Survive,"Series 9, Week 03",9,3,11,9,-,-,9,9,-,-,-,9,36,Ballroom
821,Chelsee & Pasha,Cha cha cha,Beggin',"Series 9, Week 03",9,3,12,6,-,-,8,8,-,-,-,8,30,Latin
822,Harry & Aliona,Jive,Greased Lightnin',"Series 9, Week 03",9,3,13,8,-,-,8,9,-,-,-,8,33,Latin
823,Jason & Kristina,Paso doble,I Want It All,"Series 9, Week 04",9,4,1,6,-,-,7,7,-,-,-,7,27,Latin
824,Alex & James,Rumba,Run,"Series 9, Week 04",9,4,2,4,-,-,7,7,-,-,-,7,25,Latin
825,Rory & Erin,Cha cha cha,Dance To The Music,"Series 9, Week 04",9,4,3,4,-,-,7,6,-,-,-,7,24,Latin
826,Audley & Natalie,Foxtrot,I Don't Know What To Do With Myself,"Series 9, Week 04",9,4,4,6,-,-,7,6,-,-,-,6,25,Ballroom
827,Nancy & Anton,Paso doble,Rodrigo's Guitar Concerto,"Series 9, Week 04",9,4,5,3,-,-,5,5,-,-,-,5,18,Latin
828,Lulu & Brendan,Samba,Sir Duke,"Series 9, Week 04",9,4,6,5,-,-,6,7,-,-,-,7,25,Latin
829,Holly & Artem,Viennese waltz,Cry Me Out,"Series 9, Week 04",9,4,7,7,-,-,7,8,-,-,-,8,30,Ballroom
830,Chelsee & Pasha,Quickstep,"Sing, Sing, Sing","Series 9, Week 04",9,4,8,9,-,-,9,9,-,-,-,9,36,Ballroom
831,Harry & Aliona,Waltz,Come Away With Me,"Series 9, Week 04",9,4,9,8,-,-,8,10,-,-,-,9,35,Ballroom
832,Anita & Robin,American Smooth,I've Got You Under My Skin,"Series 9, Week 04",9,4,10,8,-,-,8,8,-,-,-,8,32,Speciality
833,Robbie & Ola,Jive,Love Man,"Series 9, Week 04",9,4,11,5,-,-,8,7,-,-,-,7,27,Latin
834,Russell & Flavia,Tango,Sweet Dreams (Are Made Of This),"Series 9, Week 04",9,4,12,5,-,-,6,6,-,-,-,7,24,Ballroom
835,Russell & Flavia,Samba,Better The Devil You Know,"Series 9, Week 05",9,5,1,4,-,-,6,6,-,-,-,6,22,Latin
836,Chelsee & Pasha,Tango,Love Potion Number 9,"Series 9, Week 05",9,5,2,7,-,-,8,9,-,-,-,8,32,Ballroom
837,Audley & Natalie,Jive,Little Shop of Horrors,"Series 9, Week 05",9,5,3,3,-,-,6,6,-,-,-,5,20,Latin
838,Alex & James,Paso doble,Bring Me To Life,"Series 9, Week 05",9,5,4,7,-,-,8,8,-,-,-,8,31,Latin
839,Holly & Artem,American Smooth,Swan Lake,"Series 9, Week 05",9,5,5,8,-,-,9,9,-,-,-,9,35,Speciality
840,Nancy & Anton,Rumba,Spooky,"Series 9, Week 05",9,5,6,2,-,-,5,3,-,-,-,4,14,Latin
841,Harry & Aliona,Tango,Psycho Killer,"Series 9, Week 05",9,5,7,8,-,-,7,10,-,-,-,9,34,Ballroom
842,Robbie & Ola,Paso doble,Bad,"Series 9, Week 05",9,5,8,4,-,-,7,8,-,-,-,7,26,Latin
843,Anita & Robin,Tango,Devil Woman,"Series 9, Week 05",9,5,9,7,-,-,8,8,-,-,-,8,31,Ballroom
844,Lulu & Brendan,Paso doble,Highway To Hell,"Series 9, Week 05",9,5,10,6,-,-,7,8,-,-,-,8,29,Latin
845,Jason & Kristina,Quickstep,Bewitched,"Series 9, Week 05",9,5,11,9,-,-,9,10,-,-,-,9,37,Ballroom
846,Lulu & Brendan,Tango,Kiss,"Series 9, Week 06",9,6,1,5,-,-,-,7,-,8,-,7,27,Ballroom
847,Audley & Natalie,Viennese Waltz,I'm With You,"Series 9, Week 06",9,6,2,5,-,-,-,7,-,8,-,7,27,Ballroom
848,Harry & Aliona,Samba,I Wish,"Series 9, Week 06",9,6,3,8,-,-,-,8,-,9,-,8,33,Latin
849,Anita & Robin,Charleston,I Got Rhythm,"Series 9, Week 06",9,6,4,7,-,-,-,8,-,8,-,8,31,Speciality
850,Jason & Kristina,Rumba,Killing Me Softly,"Series 9, Week 06",9,6,5,6,-,-,-,7,-,8,-,7,28,Latin
851,Alex & James,Quickstep,It Don't Mean A Thing (If Ain't Got That Swing),"Series 9, Week 06",9,6,6,7,-,-,-,8,-,8,-,8,31,Ballroom
852,Robbie & Ola,Waltz,Love Ain't Here Anymore,"Series 9, Week 06",9,6,7,6,-,-,-,8,-,8,-,7,29,Ballroom
853,Russell & Flavia,Paso doble,Carmen,"Series 9, Week 06",9,6,8,4,-,-,-,6,-,7,-,7,24,Latin
854,Chelsee & Pasha,Charleston,Five Foot Two Eyes Of Blue,"Series 9, Week 06",9,6,9,9,-,-,-,9,-,9,-,9,36,Speciality
855,Holly & Artem,Jive,Runaway Baby,"Series 9, Week 06",9,6,10,8,-,-,-,8,-,9,-,9,34,Latin
856,Alex & James,Jive,"River Deep, Mountain High","Series 9, Week 07",9,7,1,7,-,-,8,8,-,-,-,8,31,Latin
857,Robbie & Ola,American Smooth,Sway,"Series 9, Week 07",9,7,2,7,-,-,8,8,-,-,-,8,31,Speciality
858,Audley & Natalie,Cha cha cha,Uptight,"Series 9, Week 07",9,7,3,3,-,-,6,6,-,-,-,5,20,Latin
859,Harry & Aliona,Argentine Tango,Asi se Baila el Tango,"Series 9, Week 07",9,7,4,9,-,-,8,10,-,-,-,10,37,Speciality
860,Jason & Kristina,Viennese Waltz,Iris,"Series 9, Week 07",9,7,5,8,-,-,9,9,-,-,-,9,35,Ballroom
861,Chelsee & Pasha,Foxtrot,Doesn't Mean Anything,"Series 9, Week 07",9,7,6,9,-,-,8,10,-,-,-,9,36,Ballroom
862,Anita & Robin,Argentine Tango,Cirque de Soleil Tango,"Series 9, Week 07",9,7,7,7,-,-,9,8,-,-,-,9,33,Speciality
863,Holly & Brendan*,Rumba,Leave Right Now,"Series 9, Week 07",9,7,8,8,-,-,8,9,-,-,-,9,34,Latin
864,Russell & Flavia,American Smooth,I Am What I Am,"Series 9, Week 07",9,7,9,5,-,-,7,7,-,-,-,7,26,Speciality
865,Robbie & Ola,Salsa,Let Me Entertain You,"Series 9, Week 08",9,8,1,5,-,-,7,7,-,-,-,7,26,Speciality
866,Alex & James,Tango,Relax,"Series 9, Week 08",9,8,2,8,-,-,9,9,-,-,-,9,35,Ballroom
867,Holly & Artem,Quickstep,Valerie,"Series 9, Week 08",9,8,3,7,-,-,8,8,-,-,-,8,31,Ballroom
868,Anita & Robin,Samba,Come On Eileen,"Series 9, Week 08",9,8,4,6,-,-,7,7,-,-,-,7,27,Latin
869,Harry & Aliona,Salsa,I'm Still Standing,"Series 9, Week 08",9,8,5,8,-,-,8,9,-,-,-,9,34,Speciality
870,Russell & Flavia,Jive,Reach,"Series 9, Week 08",9,8,6,5,-,-,6,6,-,-,-,7,24,Latin
871,Chelsee & Pasha,Samba,Spice Up Your Life,"Series 9, Week 08",9,8,7,8,-,-,9,9,-,-,-,9,35,Latin
872,Jason & Kristina,Jive,Wake Me Up Before You Go Go,"Series 9, Week 08",9,8,8,8,-,-,8,9,-,-,-,9,34,Latin
873,Anita & Brendan*,Cha cha cha,Uptown Girl,"Series 9, Week 09",9,9,1,7,-,-,8,7,-,-,-,8,30,Latin
874,Holly & Artem,Foxtrot,Mamma Knows Best,"Series 9, Week 09",9,9,2,8,-,-,8,9,-,-,-,9,34,Ballroom
875,Alex & James,Charleston,Me And My Baby,"Series 9, Week 09",9,9,3,6,-,-,7,8,-,-,-,8,29,Speciality
876,Robbie & Ola,Samba,You Sexy Thing,"Series 9, Week 09",9,9,4,5,-,-,7,7,-,-,-,6,25,Latin
877,Chelsee & Pasha,Argentine Tango,Una Música Brutal,"Series 9, Week 09",9,9,5,8,-,-,9,9,-,-,-,9,35,Speciality
878,Jason & Kristina,Charleston,"Yes Sir, That's My Baby","Series 9, Week 09",9,9,6,9,-,-,9,9,-,-,-,9,36,Speciality
